gene_id	gene_name	vtype	group	chrom	start	end	arm	cytoband	biotype	n_samples	vtypes
ENSG00000289556	ENSG00000289556	SNV	GroupA	2	242086100	242087015	q	2q15	lncRNA	3	INDEL,SNV
ENSG00000289570	ENSG00000289570	SNV	GroupA	X	39991276	40012662	p	Xp3	lncRNA	3	SNV
ENSG00000289576	ENSG00000289576	SNV	GroupA	1	28116812	28126939	p	1p10	lncRNA	3	INDEL,SNV
ENSG00000289584	ENSG00000289584	SNV	GroupA	8	23264102	23264720	p	8p3	lncRNA	3	SNV
ENSG00000289593	ENSG00000289593	SNV	GroupA	1	156504660	156505091	q	1q4	lncRNA	3	SNV
ENSG00000289611	ENSG00000289611	SNV	GroupA	6	68840383	68843062	q	6q1	lncRNA	3	SNV
ENSG00000289627	ENSG00000289627	SNV	GroupA	2	54581577	54582580	p	2p4	lncRNA	3	SNV
ENSG00000289702	ENSG00000289702	SNV	GroupA	5	169856650	169861747	q	5q13	lncRNA	3	INDEL,SNV
ENSG00000289748	ENSG00000289748	SNV	GroupA	19	37696863	37697402	q	19q2	transcribed_processed_pseudogene	3	INDEL,SNV
ENSG00000289826	ENSG00000289826	SNV	GroupA	Y	7274826	7290751	p	Yp1	lncRNA	3	INDEL,SNV
ENSG00000289830	ENSG00000289830	SNV	GroupA	6	156395883	156397341	q	6q10	lncRNA	3	SNV
ENSG00000289839	ENSG00000289839	SNV	GroupA	5	180467269	180483286	q	5q14	lncRNA	3	SNV
ENSG00000289848	ENSG00000289848	SNV	GroupA	20	47357890	47358539	q	20q2	lncRNA	3	SNV
ENSG00000289855	ENSG00000289855	SNV	GroupA	2	61764544	61765660	p	2p4	lncRNA	3	SNV
ENSG00000289887	ENSG00000289887	SNV	GroupA	13	95273963	95278207	q	13q8	lncRNA	3	INDEL,SNV
ENSG00000289888	ENSG00000289888	SNV	GroupA	22	30271083	30271518	q	22q2	lncRNA	3	SNV
ENSG00000289896	ENSG00000289896	SNV	GroupA	15	33194264	33195843	q	15q2	lncRNA	3	SNV
ENSG00000289953	ENSG00000289953	SNV	GroupA	6	15804645	15860930	p	6p5	lncRNA	3	SNV
ENSG00000289991	ENSG00000289991	SNV	GroupA	16	67983039	67983525	q	16q4	lncRNA	3	SNV
ENSG00000290012	ENSG00000290012	SNV	GroupA	4	182151154	182151689	q	4q14	lncRNA	3	SNV
ENSG00000290016	ENSG00000290016	SNV	GroupA	11	72530155	72535038	q	11q2	lncRNA	3	SNV
ENSG00000290017	ENSG00000290017	SNV	GroupA	4	173281988	173289488	q	4q13	lncRNA	3	SNV
ENSG00000290038	ENSG00000290038	SNV	GroupA	16	173502	173660	p	16p4	lncRNA	3	SNV
ENSG00000290041	ENSG00000290041	SNV	GroupA	1	44807524	44808090	p	1p8	lncRNA	3	INDEL,SNV
ENSG00000290051	ENSG00000290051	SNV	GroupA	6	28335995	28337030	p	6p4	lncRNA	3	SNV
ENSG00000290052	ENSG00000290052	SNV	GroupA	17	67384983	67385726	q	17q5	lncRNA	3	SNV
ENSG00000290081	ENSG00000290081	SNV	GroupA	1	47180175	47181078	p	1p8	lncRNA	3	SNV
ENSG00000290094	ENSG00000290094	SNV	GroupA	1	65310302	65318877	p	1p6	lncRNA	3	INDEL,SNV
ENSG00000290354	ENSG00000290354	SNV	GroupA	14	18333826	18340659	q	14q1	lncRNA	3	SNV
ENSG00000290368	ENSG00000290368	SNV	GroupA	15	22741180	22744918	q	15q1	lncRNA	3	SNV
ENSG00000290377	ENSG00000290377	SNV	GroupA	17	15829484	15858818	p	17p1	lncRNA	3	INDEL,SNV
ENSG00000290383	ENSG00000290383	SNV	GroupA	16	18394972	18401925	p	16p2	lncRNA	3	SNV
ENSG00000290410	ENSG00000290410	SNV	GroupA	3	75540049	75579999	p	3p2	lncRNA	3	INDEL,SNV
ENSG00000290449	ENSG00000290449	SNV	GroupA	22	23366302	23387731	q	22q1	lncRNA	3	SNV
ENSG00000290463	ENSG00000290463	SNV	GroupA	19	11680944	11686259	p	19p2	lncRNA	3	SNV
ENSG00000290498	ENSG00000290498	SNV	GroupA	11	106250019	106264905	q	11q6	lncRNA	3	SNV
ENSG00000290557	ENSG00000290557	SNV	GroupA	1	146743160	146779280	q	1q3	lncRNA	3	SNV
ENSG00000290592	ENSG00000290592	SNV	GroupA	1	157171116	157191963	q	1q4	lncRNA	3	SNV
ENSG00000290667	ENSG00000290667	SNV	GroupA	15	77987992	77988590	q	15q6	lncRNA	3	SNV
ENSG00000290674	ENSG00000290674	SNV	GroupA	16	21901552	21919156	p	16p2	lncRNA	3	INDEL,SNV
ENSG00000290735	ENSG00000290735	SNV	GroupA	1	143875171	143904650	q	1q3	lncRNA	3	SNV
ENSG00000290889	ENSG00000290889	SNV	GroupA	9	135588609	135590835	q	9q10	lncRNA	3	SNV
ENSG00000290899	ENSG00000290899	SNV	GroupA	10	48105197	48140142	q	10q1	lncRNA	3	SNV
ENSG00000290913	ENSG00000290913	SNV	GroupA	10	46625929	46635145	q	10q1	lncRNA	3	SNV
ENSG00000290938	ENSG00000290938	SNV	GroupA	9	65865190	65877274	q	9q3	lncRNA	3	INDEL,SNV
ENSG00000290971	ENSG00000290971	SNV	GroupA	9	66109394	66179474	q	9q3	lncRNA	3	INDEL,SNV
ENSG00000291231	ENSG00000291231	SNV	GroupA	19	9689924	9700776	p	19p2	lncRNA	3	INDEL,SNV
ENSG00000291233	ENSG00000291233	SNV	GroupA	1	149197555	149240841	q	1q3	lncRNA	3	SNV
ENSG00000291262	ENSG00000291262	SNV	GroupA	16	21879773	21889287	p	16p2	lncRNA	3	SNV
ENSG00000291264	ENSG00000291264	SNV	GroupA	16	33688222	33707213	p	16p1	lncRNA	3	INDEL,SNV
ENSG00000291289	ENSG00000291289	SNV	GroupA	12	9512756	9542687	p	12p3	lncRNA	3	SNV
ENSG00000291290	ENSG00000291290	SNV	GroupA	21	14819699	14823309	q	21q1	lncRNA	3	SNV
ENSG00000291291	ENSG00000291291	SNV	GroupA	21	14821208	14821806	q	21q1	lncRNA	3	SNV
ENSG00000291312	ENSG00000291312	SNV	GroupA	19	39830482	39831956	q	19q2	protein_coding	3	INDEL,SNV
ENSG00000166947	EPB42	SNV	GroupA	15	43197227	43221018	q	15q3	protein_coding	3	SNV
ENSG00000182585	EPGN	SNV	GroupA	4	74308470	74316789	q	4q3	protein_coding	3	SNV
ENSG00000242948	EPS15P1	SNV	GroupA	7	46781373	46783443	p	7p2	transcribed_processed_pseudogene	3	SNV
ENSG00000234350	ERICH2-DT	SNV	GroupA	2	170700368	170813670	q	2q8	lncRNA	3	SNV
ENSG00000269486	ERVK9-11	SNV	GroupA	19	38935297	38938632	q	19q2	lncRNA	3	SNV
ENSG00000237833	ETS2P1	SNV	GroupA	X	135583651	135585160	q	Xq8	processed_pseudogene	3	SNV
ENSG00000112584	FAM120B	SNV	GroupA	6	170290703	170407067	q	6q12	protein_coding	3	SNV
ENSG00000232830	FAM136CP	SNV	GroupA	3	101414228	101414633	q	3q2	processed_pseudogene	3	SNV
ENSG00000248019	FAM13A-AS1	SNV	GroupA	4	88709298	88730103	q	4q4	lncRNA	3	SNV
ENSG00000189320	FAM180A	SNV	GroupA	7	135728348	135748813	q	7q8	protein_coding	3	SNV
ENSG00000182103	FAM181B	SNV	GroupA	11	82729940	82733864	q	11q3	protein_coding	3	SNV
ENSG00000230992	FAM201B	SNV	GroupA	2	132352722	132353318	q	2q4	processed_pseudogene	3	SNV
ENSG00000233040	FAM204BP	SNV	GroupA	1	197746751	197747451	q	1q8	processed_pseudogene	3	INDEL,SNV
ENSG00000231248	FAM242D	SNV	GroupA	9	61615835	61627683	q	9q2	lncRNA	3	SNV
ENSG00000228055	FAM245A	SNV	GroupA	10	87396561	87435035	q	10q5	lncRNA	3	SNV
ENSG00000174028	FAM3C2P	SNV	GroupA	X	23075758	23076767	p	Xp4	processed_pseudogene	3	SNV
ENSG00000145945	FAM50B	SNV	GroupA	6	3849373	3851320	p	6p6	protein_coding	3	SNV
ENSG00000230342	FANCD2P2	SNV	GroupA	3	11859674	11891172	p	3p8	unprocessed_pseudogene	3	SNV
ENSG00000254791	FAR1-IT1	SNV	GroupA	11	13669327	13670149	p	11p4	lncRNA	3	INDEL,SNV
ENSG00000072694	FCGR2B	SNV	GroupA	1	161663143	161678654	q	1q4	protein_coding	3	SNV
ENSG00000268388	FENDRR	SNV	GroupA	16	86474529	86509099	q	16q5	lncRNA	3	SNV
ENSG00000163497	FEV	SNV	GroupA	2	218981087	218985184	q	2q13	protein_coding	3	SNV
ENSG00000078579	FGF20	SNV	GroupA	8	16992181	17002345	p	8p3	protein_coding	3	SNV
ENSG00000231426	FILNC1	SNV	GroupA	6	139677639	139860476	q	6q8	lncRNA	3	SNV
ENSG00000248599	FLJ42969	SNV	GroupA	8	101034868	101076407	q	8q6	lncRNA	3	SNV
ENSG00000232148	FMO11P	SNV	GroupA	1	166763334	166792767	q	1q5	unprocessed_pseudogene	3	INDEL,SNV
ENSG00000254502	FNTAP1	SNV	GroupA	11	86195132	86196266	q	11q4	processed_pseudogene	3	SNV
ENSG00000186790	FOXE3	SNV	GroupA	1	47416285	47418052	p	1p8	protein_coding	3	SNV
ENSG00000186766	FOXI2	SNV	GroupA	10	127737185	127741183	q	10q9	protein_coding	3	INDEL,SNV
ENSG00000129654	FOXJ1	SNV	GroupA	17	76136333	76141245	q	17q6	protein_coding	3	SNV
ENSG00000139926	FRMD6	SNV	GroupA	14	51489100	51730727	q	14q4	protein_coding	3	SNV
ENSG00000169933	FRMPD4	SNV	GroupA	X	11822423	12724523	p	Xp5	protein_coding	3	INDEL,SNV
ENSG00000232273	FTH1P1	SNV	GroupA	1	37544763	37545294	p	1p9	processed_pseudogene	3	SNV
ENSG00000249302	FTH1P24	SNV	GroupA	4	139546266	139546727	q	4q9	processed_pseudogene	3	SNV
ENSG00000137731	FXYD2	SNV	GroupA	11	117800844	117828698	q	11q7	protein_coding	3	SNV
ENSG00000240890	G2E3P1	SNV	GroupA	3	132386522	132389074	q	3q5	processed_pseudogene	3	SNV
ENSG00000182256	GABRG3	SNV	GroupA	15	26971181	27541984	q	15q1	protein_coding	3	INDEL,SNV
ENSG00000228740	GABRG3-AS1	SNV	GroupA	15	27038978	27161319	q	15q1	lncRNA	3	INDEL,SNV
ENSG00000144644	GADL1	SNV	GroupA	3	30726197	30894661	p	3p7	protein_coding	3	SNV
ENSG00000249210	GAPDHP38	SNV	GroupA	19	46558641	46559642	q	19q3	processed_pseudogene	3	INDEL,SNV
ENSG00000100031	GGT1	SNV	GroupA	22	24594811	24629005	q	22q1	protein_coding	3	SNV
ENSG00000236969	GGT8P	SNV	GroupA	2	91775944	91781169	p	2p1	unprocessed_pseudogene	3	SNV
ENSG00000149435	GGTLC1	SNV	GroupA	20	23985050	23988779	p	20p1	protein_coding	3	SNV
ENSG00000230712	GGTLC4P	SNV	GroupA	22	24248074	24249466	q	22q1	unprocessed_pseudogene	3	SNV
ENSG00000276160	GGTLC5P	SNV	GroupA	22	18340145	18345899	q	22q1	unprocessed_pseudogene	3	SNV
ENSG00000074047	GLI2	SNV	GroupA	2	120735623	120992653	q	2q3	protein_coding	3	INDEL,SNV
ENSG00000109738	GLRB	SNV	GroupA	4	157076125	157172090	q	4q11	protein_coding	3	SNV
ENSG00000181511	GLRX5P1	SNV	GroupA	X	120733094	120733396	q	Xq6	processed_pseudogene	3	INDEL,SNV
ENSG00000231373	GNA14-AS1	SNV	GroupA	9	77456295	77526697	q	9q4	lncRNA	3	SNV
ENSG00000127928	GNGT1	SNV	GroupA	7	93591573	93911265	q	7q4	protein_coding	3	INDEL,SNV
ENSG00000227356	GOLGA7B-DT	SNV	GroupA	10	97828478	97849798	q	10q6	lncRNA	3	SNV
ENSG00000230849	GOT2P2	SNV	GroupA	1	173141100	173142350	q	1q5	processed_pseudogene	3	INDEL,SNV
ENSG00000214745	GOT2P6	SNV	GroupA	X	55961208	55962482	p	Xp1	processed_pseudogene	3	SNV
ENSG00000237510	GPAT2P1	SNV	GroupA	2	95792220	95800166	q	2q1	transcribed_unprocessed_pseudogene	3	SNV
ENSG00000182921	GPATCH11P1	SNV	GroupA	3	73182501	73183291	p	3p2	processed_pseudogene	3	INDEL,SNV
ENSG00000147257	GPC3	SNV	GroupA	X	133535745	133987100	q	Xq8	protein_coding	3	INDEL,SNV
ENSG00000150625	GPM6A	SNV	GroupA	4	175632934	176002664	q	4q13	protein_coding	3	INDEL,SNV
ENSG00000236496	GPS2P1	SNV	GroupA	9	2875442	2876427	p	9p5	processed_pseudogene	3	SNV
ENSG00000089351	GRAMD1A	SNV	GroupA	19	34994784	35026471	q	19q1	protein_coding	3	SNV
ENSG00000236340	GRM8-AS1	SNV	GroupA	7	127215127	127229927	q	7q7	lncRNA	3	SNV
ENSG00000204928	GRXCR2	SNV	GroupA	5	145858521	145937126	q	5q10	protein_coding	3	SNV
ENSG00000230845	GSTA10P	SNV	GroupA	6	52873014	52885254	p	6p1	unprocessed_pseudogene	3	SNV
ENSG00000226878	GSTM3P2	SNV	GroupA	2	159056005	159056859	q	2q7	processed_pseudogene	3	SNV
ENSG00000101890	GUCY2F	SNV	GroupA	X	109372906	109482086	q	Xq5	protein_coding	3	SNV
ENSG00000198237	GUSBP13	SNV	GroupA	5	69875271	69920867	q	5q3	unprocessed_pseudogene	3	SNV
ENSG00000196302	GUSBP15	SNV	GroupA	5	70516387	70555266	q	5q3	unprocessed_pseudogene	3	INDEL,SNV
ENSG00000235558	GUSBP17	SNV	GroupA	5	71220356	71259238	q	5q3	unprocessed_pseudogene	3	INDEL,SNV
ENSG00000253203	GUSBP3	SNV	GroupA	5	69640266	69679193	q	5q3	transcribed_unprocessed_pseudogene	3	INDEL,SNV
ENSG00000254781	GVINP2	SNV	GroupA	11	6748131	6750324	p	11p5	processed_pseudogene	3	SNV
ENSG00000251633	GYG1P1	SNV	GroupA	8	73905357	73915010	q	8q3	unprocessed_pseudogene	3	SNV
ENSG00000218690	H2AC10P	SNV	GroupA	6	26272193	26272540	p	6p4	transcribed_unprocessed_pseudogene	3	SNV
ENSG00000274997	H2AC12	SNV	GroupA	6	27147106	27147562	p	6p4	protein_coding	3	SNV
ENSG00000196747	H2AC13	SNV	GroupA	6	27808173	27808667	p	6p4	protein_coding	3	SNV
ENSG00000275713	H2BC9	SNV	GroupA	6	26251614	26252075	p	6p4	protein_coding	3	SNV
ENSG00000290320	H2BN1	SNV	GroupA	17	32895433	32906586	q	17q1	protein_coding	3	INDEL,SNV
ENSG00000231787	H2BP9	SNV	GroupA	X	103904322	103904754	q	Xq5	processed_pseudogene	3	SNV
ENSG00000203811	H3C14	SNV	GroupA	1	149840687	149841208	q	1q3	protein_coding	3	SNV
ENSG00000255492	H3P33	SNV	GroupA	11	11856490	11856859	p	11p5	processed_pseudogene	3	SNV
ENSG00000269466	H3Y1	SNV	GroupA	5	17654868	17655849	p	5p4	protein_coding	3	INDEL,SNV
ENSG00000276966	H4C5	SNV	GroupA	6	26204610	26205021	p	6p4	protein_coding	3	SNV
ENSG00000170961	HAS2	SNV	GroupA	8	121612116	121641440	q	8q8	protein_coding	3	SNV
ENSG00000251453	HAUS1P1	SNV	GroupA	5	140581504	140582335	q	5q10	processed_pseudogene	3	SNV
ENSG00000161610	HCRT	SNV	GroupA	17	42184060	42185452	q	17q2	protein_coding	3	SNV
ENSG00000233012	HDAC1P2	SNV	GroupA	1	220625740	220628056	q	1q10	transcribed_processed_pseudogene	3	INDEL,SNV
ENSG00000226522	HDAC9-AS1	SNV	GroupA	7	18892096	18899433	p	7p5	lncRNA	3	INDEL,SNV
ENSG00000227183	HDGFP1	SNV	GroupA	X	131646639	131646890	q	Xq8	processed_pseudogene	3	INDEL,SNV
ENSG00000229056	HECW2-AS1	SNV	GroupA	2	196260024	196264204	q	2q11	lncRNA	3	SNV
ENSG00000261581	HERC2P11	SNV	GroupA	15	28575019	28579400	q	15q1	unprocessed_pseudogene	3	SNV
ENSG00000069812	HES2	SNV	GroupA	1	6412418	6424670	p	1p12	protein_coding	3	SNV
ENSG00000237742	HEY2-AS1	SNV	GroupA	6	125577545	125749190	q	6q7	lncRNA	3	SNV
ENSG00000226088	HHLA3-AS1	SNV	GroupA	1	70359562	70360437	p	1p6	lncRNA	3	SNV
ENSG00000237646	HLCS-IT1	SNV	GroupA	21	36803984	36806284	q	21q3	lncRNA	3	SNV
ENSG00000259196	HMBOX1-IT1	SNV	GroupA	8	28949676	28955955	p	8p2	lncRNA	3	SNV
ENSG00000225984	HMGB1P26	SNV	GroupA	1	229705234	229705861	q	1q11	processed_pseudogene	3	SNV
ENSG00000270986	HMGB1P51	SNV	GroupA	15	58672296	58672933	q	15q4	processed_pseudogene	3	SNV
ENSG00000247911	HMGN1P12	SNV	GroupA	5	71537652	71537846	q	5q3	processed_pseudogene	3	SNV
ENSG00000259557	HMGN1P26	SNV	GroupA	15	62362029	62362331	q	15q5	processed_pseudogene	3	SNV
ENSG00000172186	HMGN1P35	SNV	GroupA	X	69174124	69174717	q	Xq1	processed_pseudogene	3	SNV
ENSG00000235734	HMGN1P36	SNV	GroupA	2	97827248	97827545	q	2q1	processed_pseudogene	3	SNV
ENSG00000214578	HMGN2P15	SNV	GroupA	17	42753530	42753799	q	17q2	processed_pseudogene	3	SNV
ENSG00000226427	HMGN2P7	SNV	GroupA	3	15375373	15375645	p	3p8	processed_pseudogene	3	SNV
ENSG00000188816	HMX2	SNV	GroupA	10	123148136	123150672	q	10q9	protein_coding	3	INDEL,SNV
ENSG00000275410	HNF1B	SNV	GroupA	17	37686431	37745059	q	17q2	protein_coding	3	SNV
ENSG00000233680	HNRNPA1P27	SNV	GroupA	X	100887636	100888590	q	Xq4	processed_pseudogene	3	SNV
ENSG00000218574	HNRNPA1P37	SNV	GroupA	6	5609227	5610195	p	6p6	processed_pseudogene	3	SNV
ENSG00000253605	HNRNPA1P38	SNV	GroupA	8	141459075	141460031	q	8q10	processed_pseudogene	3	SNV
ENSG00000220937	HNRNPA1P41	SNV	GroupA	9	4944670	4945902	p	9p4	processed_pseudogene	3	SNV
ENSG00000249271	HNRNPA1P44	SNV	GroupA	15	65816302	65817481	q	15q5	processed_pseudogene	3	SNV
ENSG00000259411	HNRNPA1P45	SNV	GroupA	15	35400691	35401768	q	15q2	processed_pseudogene	3	INDEL,SNV
ENSG00000236539	HNRNPA1P54	SNV	GroupA	1	179447602	179457315	q	1q6	processed_pseudogene	3	SNV
ENSG00000229887	HNRNPA1P6	SNV	GroupA	1	58048175	58049291	p	1p7	transcribed_unprocessed_pseudogene	3	SNV
ENSG00000187999	HNRNPA1P61	SNV	GroupA	2	33636502	33637425	p	2p7	processed_pseudogene	3	SNV
ENSG00000213305	HNRNPCP6	SNV	GroupA	11	85020785	85021655	q	11q4	processed_pseudogene	3	SNV
ENSG00000248854	HNRNPH1P3	SNV	GroupA	5	55838801	55840025	q	5q1	processed_pseudogene	3	SNV
ENSG00000105991	HOXA1	SNV	GroupA	7	27092993	27096000	p	7p4	protein_coding	3	SNV
ENSG00000105997	HOXA3	SNV	GroupA	7	27106184	27152583	p	7p4	protein_coding	3	SNV
ENSG00000106006	HOXA6	SNV	GroupA	7	27145396	27150603	p	7p4	protein_coding	3	SNV
ENSG00000159184	HOXB13	SNV	GroupA	17	48724763	48728750	q	17q3	protein_coding	3	SNV
ENSG00000250133	HOXC-AS2	SNV	GroupA	12	53993810	53996785	q	12q2	lncRNA	3	SNV
ENSG00000128714	HOXD13	SNV	GroupA	2	176092721	176095944	q	2q9	protein_coding	3	SNV
ENSG00000128652	HOXD3	SNV	GroupA	2	176136612	176173102	q	2q9	protein_coding	3	INDEL,SNV
ENSG00000134489	HRH4	SNV	GroupA	18	24460637	24479961	q	18q1	protein_coding	3	INDEL,SNV
ENSG00000203855	HSD3BP4	SNV	GroupA	1	119564066	119572067	p	1p1	unprocessed_pseudogene	3	SNV
ENSG00000205100	HSP90AA4P	SNV	GroupA	4	189472965	189475192	q	4q14	transcribed_processed_pseudogene	3	INDEL,SNV
ENSG00000257539	HSPA8P14	SNV	GroupA	12	111381867	111385638	q	12q8	processed_pseudogene	3	INDEL,SNV
ENSG00000234788	HSPA8P3	SNV	GroupA	10	26714622	26715832	p	10p2	processed_pseudogene	3	INDEL,SNV
ENSG00000254543	HSPD1P2	SNV	GroupA	8	7891003	7892555	p	8p4	processed_pseudogene	3	INDEL,SNV
ENSG00000249193	HSPD1P5	SNV	GroupA	4	144845625	144847344	q	4q10	processed_pseudogene	3	SNV
ENSG00000235112	HSPE1P27	SNV	GroupA	1	21161475	21162081	p	1p11	processed_pseudogene	3	SNV
ENSG00000179546	HTR1D	SNV	GroupA	1	23191895	23217502	p	1p11	protein_coding	3	SNV
ENSG00000248880	ICE2P1	SNV	GroupA	4	188387471	188389666	q	4q14	processed_pseudogene	3	SNV
ENSG00000147896	IFNK	SNV	GroupA	9	27524290	27526498	p	9p2	protein_coding	3	SNV
ENSG00000163913	IFT122	SNV	GroupA	3	129429607	129520510	q	3q4	protein_coding	3	INDEL,SNV
ENSG00000231292	IGKV1OR2-108	SNV	GroupA	2	113406396	113406872	q	2q2	IG_V_gene	3	SNV
ENSG00000211660	IGLV2-23	SNV	GroupA	22	22697789	22698407	q	22q1	IG_V_gene	3	SNV
ENSG00000211638	IGLV8-61	SNV	GroupA	22	22098700	22099212	q	22q1	IG_V_gene	3	SNV
ENSG00000189108	IL1RAPL2	SNV	GroupA	X	104566199	105767829	q	Xq5	protein_coding	3	INDEL,SNV
ENSG00000138684	IL21	SNV	GroupA	4	122610108	122621066	q	4q8	protein_coding	3	SNV
ENSG00000127318	IL22	SNV	GroupA	12	68248242	68253604	q	12q4	protein_coding	3	SNV
ENSG00000244226	ILF2P1	SNV	GroupA	3	65687301	65688468	p	3p3	processed_pseudogene	3	INDEL,SNV
ENSG00000214045	IMPDH1P2	SNV	GroupA	X	40359183	40360726	p	Xp3	processed_pseudogene	3	INDEL,SNV
ENSG00000188916	INSYN2A	SNV	GroupA	10	127135426	127196591	q	10q9	protein_coding	3	INDEL,SNV
ENSG00000250492	INTS6P1	SNV	GroupA	5	39718984	39721513	p	5p1	processed_pseudogene	3	SNV
ENSG00000278685	IQCA1L	SNV	GroupA	7	151190873	151205496	q	7q10	protein_coding	3	SNV
ENSG00000217539	IQCB2P	SNV	GroupA	6	28010723	28012355	p	6p4	processed_pseudogene	3	INDEL,SNV
ENSG00000120645	IQSEC3	SNV	GroupA	12	66767	178455	p	12p4	protein_coding	3	INDEL,SNV
ENSG00000177112	IRAG1-AS1	SNV	GroupA	11	10541258	10599939	p	11p5	lncRNA	3	SNV
ENSG00000237863	IRS4-AS1	SNV	GroupA	X	108736011	108739223	q	Xq5	lncRNA	3	SNV
ENSG00000236388	ITCH-AS1	SNV	GroupA	20	34441592	34442025	q	20q1	lncRNA	3	SNV
ENSG00000260281	ITFG1-AS1	SNV	GroupA	16	47144323	47162749	q	16q2	lncRNA	3	SNV
ENSG00000258730	ITPK1-AS1	SNV	GroupA	14	93067452	93072152	q	14q8	lncRNA	3	SNV
ENSG00000280780	JAKMIP2-AS1	SNV	GroupA	5	147559994	147694827	q	5q10	lncRNA	3	SNV
ENSG00000154721	JAM2	SNV	GroupA	21	25639258	25717562	q	21q2	protein_coding	3	INDEL,SNV
ENSG00000092051	JPH4	SNV	GroupA	14	23568038	23578790	q	14q1	protein_coding	3	SNV
ENSG00000149474	KAT14	SNV	GroupA	20	18137228	18188387	p	20p1	protein_coding	3	SNV
ENSG00000171126	KCNG3	SNV	GroupA	2	42442017	42493982	p	2p6	protein_coding	3	SNV
ENSG00000157542	KCNJ6	SNV	GroupA	21	37607373	38121345	q	21q3	protein_coding	3	SNV
ENSG00000164794	KCNV1	SNV	GroupA	8	109963636	109975771	q	8q7	protein_coding	3	SNV
ENSG00000167977	KCTD5	SNV	GroupA	16	2682523	2709030	p	16p4	protein_coding	3	SNV
ENSG00000224232	KCTD5P1	SNV	GroupA	2	241478316	241478993	q	2q15	processed_pseudogene	3	SNV
ENSG00000248216	KCTD9P5	SNV	GroupA	5	37505688	37506857	p	5p2	processed_pseudogene	3	SNV
ENSG00000241671	KIAA1328P1	SNV	GroupA	3	153129074	153129640	q	3q7	processed_pseudogene	3	SNV
ENSG00000258748	KIF26A-DT	SNV	GroupA	14	104137150	104137898	q	14q9	lncRNA	3	SNV
ENSG00000232192	KIF26B-AS1	SNV	GroupA	1	245206444	245234501	q	1q13	lncRNA	3	INDEL,SNV
ENSG00000233186	KLF4P1	SNV	GroupA	9	4803788	4804972	p	9p4	processed_pseudogene	3	SNV
ENSG00000242522	KLHL6-AS1	SNV	GroupA	3	183548735	183552326	q	3q10	lncRNA	3	SNV
ENSG00000270429	KNOP1P2	SNV	GroupA	12	45880950	45882266	q	12q2	processed_pseudogene	3	SNV
ENSG00000236530	KPNA2P1	SNV	GroupA	4	80079532	80081122	q	4q4	processed_pseudogene	3	SNV
ENSG00000266820	KPNA2P3	SNV	GroupA	17	64749918	64758603	q	17q4	transcribed_unprocessed_pseudogene	3	SNV
ENSG00000234737	KRT18P15	SNV	GroupA	3	32258940	32260230	p	3p6	processed_pseudogene	3	SNV
ENSG00000215867	KRT18P57	SNV	GroupA	1	111648291	111649544	p	1p2	processed_pseudogene	3	SNV
ENSG00000215208	KRT18P60	SNV	GroupA	12	65418731	65420027	q	12q3	processed_pseudogene	3	SNV
ENSG00000171431	KRT20	SNV	GroupA	17	40875889	40885242	q	17q2	protein_coding	3	INDEL,SNV
ENSG00000264663	KRT8P34	SNV	GroupA	17	39835037	39836080	q	17q2	processed_pseudogene	3	SNV
ENSG00000204571	KRTAP5-11	SNV	GroupA	11	71581855	71603353	q	11q2	protein_coding	3	SNV
ENSG00000254997	KRTAP5-9	SNV	GroupA	11	71548420	71549608	q	11q2	protein_coding	3	SNV
ENSG00000213500	LAP3P2	SNV	GroupA	6	36673817	36675270	p	6p3	processed_pseudogene	3	INDEL,SNV
ENSG00000233851	LATS2-AS1	SNV	GroupA	13	21005157	21018122	q	13q1	lncRNA	3	INDEL,SNV
ENSG00000226806	LCT-AS1	SNV	GroupA	2	135820191	135823087	q	2q5	lncRNA	3	SNV
ENSG00000182195	LDOC1	SNV	GroupA	X	141111605	141177129	q	Xq9	protein_coding	3	SNV
ENSG00000174697	LEP	SNV	GroupA	7	128241278	128257629	q	7q7	protein_coding	3	INDEL,SNV
ENSG00000268660	LETM1P2	SNV	GroupA	19	58044592	58046769	q	19q4	processed_pseudogene	3	INDEL,SNV
ENSG00000125514	LINC00029	SNV	GroupA	20	63034217	63037028	q	20q4	lncRNA	3	SNV
ENSG00000185433	LINC00158	SNV	GroupA	21	25385388	25431701	q	21q2	lncRNA	3	SNV
ENSG00000229214	LINC00242	SNV	GroupA	6	169788790	169799549	q	6q11	lncRNA	3	SNV
ENSG00000203729	LINC00272	SNV	GroupA	1	182407621	182414815	q	1q6	lncRNA	3	SNV
ENSG00000184274	LINC00315	SNV	GroupA	21	45300245	45305257	q	21q4	lncRNA	3	SNV
ENSG00000224924	LINC00320	SNV	GroupA	21	20651450	20803816	q	21q1	lncRNA	3	INDEL,SNV
ENSG00000224853	LINC00393	SNV	GroupA	13	73413473	73661891	q	13q6	lncRNA	3	SNV
ENSG00000235532	LINC00402	SNV	GroupA	13	74231401	74259976	q	13q6	lncRNA	3	SNV
ENSG00000237585	LINC00407	SNV	GroupA	13	44651812	44701016	q	13q3	lncRNA	3	SNV
ENSG00000236463	LINC00427	SNV	GroupA	13	30316360	30319903	q	13q2	lncRNA	3	SNV
ENSG00000233610	LINC00462	SNV	GroupA	13	48576974	48590587	q	13q4	lncRNA	3	INDEL,SNV
